,logP,Temperature,smiles
38313,2.67,,CC(=NNC(=S)NNC(=S)Nc1ccccc1Cl)c2ccccn2
38314,-2.9,,CCC(=O)C1C(=O)CC(C(=O)O[Ca])CC1=O
38315,0.33,,c1cc(S(=O)C)cc(OC)c1C2=Nc3ncc(N)cc3N2
38316,1.62,,c1cc(OC)cc(OC)c1C2=Nc3ncc(N)cc3N2
38317,2.65,,n1c(Cl)cccc1C2=C(C(=O)OC)C(C(=O)OC)=C(C)N2
38318,0.32,,CN(C)C(N(C)C)=S(I)c1c(CC)cccc1
38319,-0.52,,CN(C)C(N(C)C)=S(I)c1c(OC)cccc1
38320,-0.06,,CN(C)C(N(C)C)=S(I)c1c(OCC)cccc1
38321,-0.92,,CN(C)C(N(C)C)=S(I)c1c(N(=O)=O)cccc1
38322,-0.14,,CN(C)C(N(C)C)=S(I)c1cc(C)ccc1
38323,-0.5,,CN(C)C(N(C)C)=S(I)c1cc(OC)ccc1
38324,-0.1,,CN(C)C(N(C)C)=S(I)c1cc(OCC)ccc1
38325,-0.88,,CN(C)C(N(C)C)=S(I)c1cc(N(=O)=O)ccc1
38326,0.29,,CN(C)C(N(C)C)=S(I)c1ccc(CC)cc1
38327,-0.06,,CN(C)C(N(C)C)=S(I)c1ccc(OCC)cc1
38328,-0.09,,CN(C)C(N(C)C)=S(I)c1ccc(Cl)cc1N(=O)=O
38329,0.23,,CN(C)C(N(C)C)=S(I)c1ccc(C)cc1N(=O)=O
38330,0.34,,CN(C)C(N(C)C)=S(I)c1cc(CC)ccc1
38331,-1.11,,O1C(CO)CCC1N2C(=O)NC(=O)C(Cl)=C2
38332,-0.22,,CN(C)C(N(C)C)=S(I)c1ccc(OC)cc1N(=O)=O
38333,4.28,,ClC1(Cl)C(C)C1(CC)C(=O)NC(C)c2ccc(Cl)cc2
38334,4.23,,ClC1(Cl)C(C)C1(CC)C(=O)NC(C)c2ccc(Cl)cc2
38335,0.37,,CCCCC(=O)OCCOCn1cnc2C(=O)NC(N)=Nc12
38336,4.64,,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Br
38337,4.8,,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2I
38338,4.94,,OC(=O)Cc1ccccc1Nc2c(Cl)ccc(Cl)c2
38339,4.9,,OC(=O)Cc1ccccc1Nc2cc(Cl)c(Cl)cc2
38340,2.9,,CC(=O)Nc1c(F)c(Cl)c(F)c(Cl)c1
38341,2.85,,CCN1CC(OC1=O)C(O)C(CC2CCCCC2)NC(=O)C(Cc3cncn3)NC(=O)C(Cc4ccc(OC)cc4)NC(=O)C(C)C
38342,2.11,,C1COCCN1C(=O)NC(Cc2ccc(OC)cc2)C(=O)NC(CC3=CN=CN3)C(=O)NC(CC4CCCCC4)C(O)C5CN(CC)C(=O)O5
38343,1.22,,C1C(O)C(O)CN1C(=O)NC(Cc2ccc(OC)cc2)C(=O)NC(CC3=CN=CN3)C(=O)NC(CC4CCCCC4)C(O)C5CN(CC)C(=O)O5
38344,1.42,,OCC(O)CN(C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)NC(CC3=CN=CN3)C(=O)NC(CC4CCCCC4)C(O)C5CN(CC)C(=O)O5
38345,2.45,,COCCN(C)C(=O)CC(Cc2ccccc2)C(=O)NC(CC3=CN=CN3)C(=O)NC(CC4CCCCC4)C(O)C5CN(CC)C(=O)O5
38346,2.3,,CCN1CC(OC1=O)C(O)C(CC2CCCCC2)NC(=O)C(Cc3cncn3)NC(=O)C(Cc4ccc(OC)cc4)NC(=O)N(C)CCOCOC
38347,2.49,,COCOCCN(C)C(=O)CC(Cc2ccccc2)C(=O)NC(CC3=CN=CN3)C(=O)NC(CC4CCCCC4)C(O)C5CN(CC)C(=O)O5
38348,2.03,,COCCOCOCCN(C)C(=O)NC(Cc1ccc(OC)cc1)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC3CCCCC3)C(O)C4CN(CC)C(=O)O4
38349,2.06,,C1C(OCOC)C(OCOC)CN1C(=O)NC(Cc2ccc(OC)cc2)C(=O)NC(CC3=CN=CN3)C(=O)NC(CC4CCCCC4)C(O)C5CN(CC)C(=O)O5
38350,1.67,,CCN1CC(OC1=O)C(O)C(CC2CCCCC2)NC(=O)C(Cc3cncn3)NC(=O)C(Cc4ccc(OC)cc4)NC(=O)N5CC(OCOCCOC)C(C5)OCOCCOC
38351,1.87,,CCN1CC(OC1=O)C(O)C(CC2CCCCC2)NC(=O)C(Cc3cncn3)NC(=O)C(CC(=O)N4CC(OCOCCOC)C(C4)OCOCCOC)Cc5ccccc5
38352,3.42,,c1cc(F)ccc1C(O)(CN2C=NC=C2)c3ccc(Br)cc3
38353,3.13,,c1cc(F)ccc1C(O)(c2ccc(F)cc2)C(C)N3C=NC=C3
38354,1.63,,c1cc(C)ccc1S(=O)(=O)C2=CSC(S(=O)(=O)N)=C2
38355,1.49,,c1cc(C)ccc1S(=O)(=O)C2=COC(S(=O)(=O)N)=C2
38356,1.17,,c1cc(OC)ccc1S(=O)(=O)C2=COC(S(=O)(=O)N)=C2
38357,1.11,,c1cc(O)ccc1S(=O)(=O)C2=CSC(S(=O)(=O)N)=C2
38358,1.4,,c1c(O)cccc1S(=O)(=O)c2csc(S(=O)(=O)N)c2
38359,-0.1,,c1cc(O)ccc1S(=O)(=O)C2=COC(S(=O)(=O)N)=C2
38360,-0.92,,O1C(CO)CC(F)C1N2C(=O)N=C(N)C(F)=C2
38361,3.36,,Fc1cc(Cl)c(CC(Cl)C(=O)OCC)cc1N2C(=O)N(C(F)F)C(C)=N2
38363,2.59,,c1cnccc1c2cnc(OCC)c(C#N)c2
38364,2.41,,c1cnccc1c2c(C)nc(OC)c(C#N)c2
38365,-0.9,,N1C(=O)C=CC(O)=N1
38366,-2.2,,N1=CC(=O)C(C(=O)O)=C(CC)N1c2ccc(Cl)cc2
38369,2.75,,OC(=O)COc1cc(Br)c(Cl)cc1
38370,-0.43,,[Na]OC(=O)CC(O)CC(O)C=CN1C(C(C)C)=NC(c2cnccc2)=C1c3ccc(F)cc3
38371,2.27,,[Na]OC(=O)CC(O)CC(O)C=CN1C(C(C)C)=NC(c2cc(C)c(Cl)c(C)c2)=C1c3ccc(F)cc3
38372,0.72,,[Na]OC(=O)CC(O)CC(O)C=CN1C(C(C)C)=NC(c2ccc(F)cc2)=C1c3ccc(F)cc3
38373,0.73,,[Na]OC(=O)CC(O)CC(O)C=CN1C(C(F)(F)F)=NC(c2ccc(F)cc2)=C1c3ccc(F)cc3
38374,3.02,,c1cc(Cl)ccc1C2(O)CCCCCC2n3ncnc3
38375,2.9,,CCC(=O)OCOC(=O)c1c(NCC2=CC=CO2)cc(Cl)c(S(=O)(=O)N)c1
38377,2.0,,c1ccccc1C2=CCN(CCO)CC2
38379,1.18,,c1cc(C(=O)N)cc(OC)c1C2=Nc3cnccc3N2
38380,1.4,,c1c(N(C)C)cccc1OCC2CN=C(N)O2
38381,0.6,,c1cc(N3CCOCC3)ccc1OCC2CN=C(N)O2
38382,4.5,,C1CC(OCOC)CCN1C(=O)C(Cc2ccccc2)NC(CCCC)C(=O)NC(CC3CCCCC3)C(O)CC(C(C)C)C(=O)NCCCN4CCOCC4
38385,2.14,,C1CC(C)(OO2)OC3OC(OCC)C(C)C4C23C1C(C)C(O)C4
38386,2.7,,OC1CC(C)(OO2)OC3OC(OCC)C(C)C4C23C1C(C)CC4
38387,2.08,,C1CC(C)(OO2)OC3OC(OCC)C(C)C4C23C1C(CO)CC4
38388,2.45,,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)C
38389,2.78,,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)CCl
38390,3.4,,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)C(Cl)Cl
38391,4.12,,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)C(Cl)(Cl)Cl
38392,3.4,,CC(C)(C)C(=O)Nc1ccc2nn(nc2c1)C3CCCC3
38393,3.43,,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)OCC
38394,4.28,,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)OCC(C)C
38395,3.85,,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)c4ccccc4
38396,4.11,,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)c4ccc(Cl)cc4
38397,4.03,,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)c4ccc(OC)cc4
38398,4.95,,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)c4ccc(C(F)(F)F)cc4
38399,3.75,,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)c4ccc(N(=O)=O)cc4
38400,5.32,,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)c4cc(Cl)c(Cl)cc4
38401,3.87,,C1=CC2=NN(C3CCCC3)N=C2C=C1NC(=O)c4cc(OC)c(OC)c(OC)c4
38402,2.44,,C1=CC2=NN(C3CCCC3)N=C2C=C1NS(=O)(=O)C
38403,3.91,,C1=CC2=NN(C3CCCC3)N=C2C=C1NS(=O)(=O)c4ccc(C)cc4
38404,3.82,,C1=CC2=NN(C3CCCC3)N=C2C=C1NS(=O)(=O)c4ccc(N(=O)=O)cc4
38405,2.48,,C1=CC2=NN(C3CCCC3)N=C2C=C1NS(=O)(=O)c4ccc(N)cc4
38406,-1.88,,N1C(=O)CCC1C(=O)NC(CC2=CN(C(=O)OC)C=N2)C(=O)N3CCCC3C(=O)N
38407,-1.3,,C1CC(=O)NC1C(=O)NC(CC2=CN(C(=O)OCC)C=N2)C(=O)N3CCCC3C(=O)N
38408,-0.8,,C1CC(=O)NC1C(=O)NC(CC2=CN(C(=O)OC(C)C)C=N2)C(=O)N3CCCC3C(=O)N
38409,-0.47,,N1C(=O)CCC1C(=O)NC(CC2=CN(C(=O)OCCCC)C=N2)C(=O)N3C(C(=O)N)CCC3
38410,-0.44,,N1C(=O)CCC1C(=O)NC(CC2=CN(C(=O)OCC(C)C)C=N2)C(=O)N3C(C(=O)N)CCC3
38411,0.71,,N1C(=O)CCC1C(=O)NC(C(=O)N2C(C(=O)N)CCC2)CC3=CN(C(=O)OCCCCCC)C=N3
38412,1.82,,C1CC(=O)NC1C(=O)NC(C(=O)N2C(C(=O)N)CCC2)CC3=CN(C(=O)OCCCCCCCC)C=N3
38413,1.82,,C1CC(=O)NC1C(=O)NC(C(=O)N2C(C(=O)N)CCC2)CC3=CN(C(=O)OCC(CC)CCCC)C=N3
38414,0.6,,N1C(=O)CCC1C(=O)NC(C(=O)N2C(C(=O)N)CCC2)CC3=CN(C(=O)OC4CCCCC4)C=N3
38415,-0.11,,NC(=O)C1CCCN1C(=O)C(Cc2cn(cn2)C(=O)OCc3ccccc3)NC(=O)C4CCC(=O)N4
38416,1.93,,C1CC(C)(OO2)OC3OC(OCC)C(C)C4C23C1C(C)C(O)C4
38417,5.7,,c1c(Cl)c(Cl)ccc1Oc2c(Cl)cccc2Cl
38418,5.98,,Clc1cccc(Cl)c1Oc2c(Cl)cc(Cl)c(Cl)c2
38419,3.34,,N1=C(N)SC=C1C(=NOC)C(=O)NC2C3SCC(CN(C=O)C(C)=C(SC(=O)OCC)CCOC(=O)OCC)=C(C(=O)OCOC(=O)C(C)(C)C)N3C2=O
38420,-0.26,,ON1C(=O)C2(CCCC2)CC1=O
38421,2.3,,c1ccccc1CON2C(=O)C3(CCCC3)CC2=O
38422,2.16,,C1COCCN1C(=O)CC(Cc2ccccc2)C(=O)NC(CC3=CN(C)C=N3)C(=O)NC(CC4CCCCC4)C(O)C5CN(CC)C(=O)O5
38423,2.42,,c1cc(OC)cc(OC)c1C2=Nc3cnccc3O2
38424,7.11,,c1c(Cl)c(Cl)c(Cl)cc1Oc2c(Cl)cc(Cl)c(Cl)c2
38425,6.22,,Clc1ccc(Cl)cc1Oc2c(Cl)cc(Cl)c(Cl)c2
38426,0.85,,c1cc2N=C3C(C)N(C)CN3C(=O)c2cc1
38427,1.02,,c1cc2N=C3C(C)N(CC)CN3C(=O)c2cc1
38428,1.4,,c1cc2C(=O)N3CN(CCC)C(C)C3=Nc2cc1
38429,1.6,,C1N2C(=O)c3ccccc3N=C2C(C)N1CCCC
38430,0.46,,c1cc2N=C3C(C)N(CCO)CN3C(=O)c2cc1
38431,1.8,,c1ccccc1CCN2C(C)C3=Nc4ccccc4C(=O)N3C2
38432,1.72,,c1ccccc1CN2C(C)C3=Nc4ccccc4C(=O)N3C2
38433,1.79,,c1ccccc1N2C(C)C3=Nc4ccccc4C(=O)N3C2
38434,1.73,,c1cc(OC)ccc1N2C(C)C3=Nc4ccccc4C(=O)N3C2
38435,2.16,,c1cc(C)ccc1N2C(C)C3=Nc4ccccc4C(=O)N3C2
38436,4.12,,c12OC(F)(F)Oc2cccc1C3=CNC=C3C#N
38437,0.54,,C=CC(=O)NCCCN1CCSCC1
38438,1.13,,n1cc2C(=O)NC=Nc2n1COC(=O)c3cc(CN4CCOCC4)ccc3
38439,1.12,,n1cc2C(=O)NC=Nc2n1COC(=O)c3ccc(CN4CCOCC4)cc3
38440,1.47,,c1cc(CN2CCN(C)CC2)ccc1C(=O)OCn3c4N=CNC(=O)c4cn3
38441,1.49,,c1ccc(CN2CCN(C)CC2)cc1C(=O)OCn3c4N=CNC(=O)c4cn3
38442,1.05,,N1C=Nc2n(COC(=O)c3ccc(CN(C)C)cc3)ncc2C1=O
38443,0.97,,O=C(OCn1ncc2C(=O)NC=Nc12)c3cccc(Cn4ccnc4)c3
38444,1.92,,CC1=CC(=O)C(O)=C(CCCC)O1
38445,1.2,,c1ccccc1C(O)(CC)C(=O)N
38446,4.65,,c1cc(Oc2ccccc2)ccc1C3(C)C(=O)N(Nc4ccccc4)C(=O)O3
38447,2.5,,N#Cc1ccccc1Oc2ncnc(Oc3ccccc3C(C(=O)OC)=COC)c2
38448,3.29,,c1cc(Cl)ccc1C=C2CCC(C)(C)C2(O)Cn3ncnc3
38449,1.68,,C1COCCN1C(=O)CC(Cc2c3ccccc3ccc2)C(=O)NC(CCCCNC(=S)NC)C(=O)NC(CC4CCCCC4)C(O)CC(=O)NCCN5CCOCC5
38450,5.46,,c1c2ccccc2ccc1CC(Cc3c4ccccc4ccc3)C(=O)NC(CC#CCNC(=S)NC)C(=O)NC(CC5CCCCC5)C(O)CC(=O)NCCN6CCOCC6
38451,4.73,,c1c2ccccc2ccc1CC(Cc3c4ccccc4ccc3)C(=O)NC(CC#CCNC(=N)NN(=O)=O)C(=O)NC(CC5CCCCC5)C(O)CC(=O)NCCN6CCOCC6
38452,5.44,,c1c2ccccc2ccc1CC(Cc3c4ccccc4ccc3)C(=O)NC(CC#CCNC=O)C(=O)NC(CC5CCCCC5)C(O)CC(=O)NCCN6CCOCC6
38453,2.8,,n1c(C)c(C(#N))cc(C(#N))c1Nc2c(N(=O)(=O))cc(N(=O)(=O))cc2C(F)(F)F
38454,0.2,,C(C)(C)c1ccc(Br)c(C(C)C)c1NC(=O)CN(CC(=O)O)CC(=O)O
38455,-0.28,,Cc1ccc(Br)c(C)c1NC(=O)CN(CC(=O)O)CC(=O)O
38456,-0.05,,O1C(CO)CCC1N2c3nc(N)nc(F)c3N=C2
38457,0.34,,Nc1nc(Br)c2ncn(C3CCC(CO)O3)c2n1
38458,0.52,,O1C(CO)CCC1N2c3nc(N)nc(I)c3N=C2
38459,0.0,,O1C(CO)CCC1N2c3ncnc(F)c3N=C2
38460,0.35,,O1C(CO)CCC1N2c3ncnc(Br)c3N=C2
38461,8.38,,NCCCCOc1c2C3CC(C)=CCC3C(C)(C)Oc2cc(CCCCC)c1
38462,3.12,,CC1=CCC2C(C1)c3c(O)cc(NS(=O)(=O)C)cc3OC2(C)C
38463,9.07,,O=C1c2ccccc2C(=O)CN1CCCCCOc3c4C5CC(C)=CCC5C(C)(C)Oc4cc(CCCCC)c3
38464,10.89,,c1ccccc1c(c2)ccc(c2)COc3c4C5CC(C)=CCC5C(C)(C)Oc4cc(CCCCC)c3
38465,11.29,,c1ccccc1c(c2)ccc(c2)COc3c4C5CC(=C)CCC5C(C)(C)Oc4cc(CCCCC)c3
38466,7.18,,Oc1cc(C(C)(C)CCCCCCC)ccc1C2CC(O)CCC2
38467,8.16,,Oc1cc(C(C)(C)CCCCCCCC)ccc1C2CC(O)CCC2
38468,8.42,,Oc1cc(C(C)(C)CCCCCCCCCC)ccc1C2CC(O)CCC2
38469,7.49,,Oc1cc(C(C)(C)CCCCCC)ccc1C2CC(O)CCC2C
38470,6.68,,Oc1cc(C(C)(C)CCCCCC)ccc1C2CC(O)CCC2CCCCO
38471,4.05,,c1cc(C(C)(C)C)cc(O)c1C2CC(O)CCC2
38472,4.32,,c1cc(C(C)(C)CC)cc(O)c1C2CC(O)CCC2
38473,4.82,,c1cc(C(C)(C)CCC)cc(O)c1C2CC(O)CCC2
38474,5.43,,c1cc(C(C)(C)CCCC)cc(O)c1C2CC(O)CCC2
38475,5.97,,c1cc(C(C)(C)CCCCC)cc(O)c1C2CC(O)CCC2
38476,7.49,,c1cc(C(C)(C)CCCCCC)cc(O)c1C2CC(O)CCC2C
38477,1.59,,c1ccc(C#N)cc1C=CC(=O)C
38478,2.37,,OC1CC2(NC)c3ccccc3CCC2CC1
38479,3.8,,C1C(C)C2(NCC)c3ccccc3CC2CC1
38480,3.75,,C1CC2(NC)c3cc(OC)ccc3CCC2CC1
38481,3.31,,C1CC2(NC)c3ccccc3OCC2CC1
38482,1.84,,C1CC2(NC)c3ccccc3CC2CC1CN
38483,2.48,,C1CC2(NC)c3ccccc3CC2CC1CNC
38484,3.88,,C1CC2(NC)c3ccccc3SCC2CC1
38485,1.1,,n1c(Cl)cncc1NC(=O)C
38486,4.95,,c1cc(c2scc(c3ccccc3)n2)ccc1C(C)C(=O)O
38487,2.79,,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2
38488,3.39,,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2Cl
38489,3.14,,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2F
38490,3.06,,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2C
38491,3.06,,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2C(F)(F)F
38492,3.03,,S1C=C(C)N=C1c2ccc(C(C)C(=O)O)cc2
38493,3.15,,S1C(C)=CN=C1c2ccc(C(C)C(=O)O)cc2
38494,3.62,,S1C=C(C=C)N=C1c2ccc(C(C)C(=O)O)cc2
38495,3.78,,S1C=C(C(F)(F)F)N=C1c2ccc(C(C)C(=O)O)cc2
38496,3.36,,S1C(C)=C(C)N=C1c2ccc(C(C)C(=O)O)cc2
38497,3.75,,S1C=C(CC)N=C1c2ccc(C(C)C(=O)O)cc2
38498,2.17,,S1C=C(C(=O)N)N=C1c2ccc(C(C)C(=O)O)cc2
38499,2.45,,S1C=C(C(=O)NC)N=C1c2ccc(C(C)C(=O)O)cc2
38500,2.15,,S1C=C(C(=O)N(C)C)N=C1c2ccc(C(C)C(=O)O)cc2
38501,4.83,,S1C=C(CCCC)N=C1c2ccc(C(C)C(=O)O)cc2
38502,3.18,,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2O
38503,2.47,,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2OC
38504,3.02,,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2SC
38505,2.06,,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2N(=O)=O
38506,2.45,,S1C=CN=C1c2ccc(C(C)C(=O)O)cc2N
38507,2.65,,S1C=C(C(=O)C)N=C1c2ccc(C(C)C(=O)O)cc2
38508,-2.81,,CN1(Cl)C(C=NO)=N(COCCOC)C=C1
38509,-3.3,,CN1(Cl)C(C=NO)=N(CCC#N)C=C1
38510,-2.58,,CN1(Cl)C(C=NO)=N(CCF)C=C1
38511,-2.62,,CN1(Cl)C(C=NO)=N(CCOCCF)C=C1
38512,-2.32,,CN1(Cl)C(C=NO)=N(CCOCCCl)C=C1
38513,-2.44,,CN1(Cl)C(C=NO)=N(CCBr)C=C1
38514,-1.76,,CN1(Cl)C(C=NO)=N(COCCCBr)C=C1
38515,-1.8,,CCN1(Cl)C(C=NO)=N(CCCC(C)(N(=O)=O)C)C=C1
38516,-1.61,,CN1(Cl)C(C=NO)=N(CCC(C)C(C)(N(=O)=O)C)C=C1
38517,-2.65,,CN1(Cl)C(C=NO)=N(COCCCN(=O)=O)C=C1
38518,-2.39,,CN1(Cl)C(C=NO)=N(COCCS(=O)(=O)c2ccccc2)C=C1
38519,-1.79,,CN1(Cl)C(C=NO)=N(CCN(C(C)C)C(C)C)C=C1
38520,-2.32,,CN1(Cl)C(C=NO)=N(CCN2CCCCC2)C=C1
38521,0.06,,CN1(Cl)C(C=NO)=N(CCCN(Cc2ccccc2)S(=O)(=O)C(F)(F)F)C=C1
38522,-2.11,,C1C(=O)NCC2CNC(=O)C12
38523,-0.4,,O1C(CO)CC(F)C1N2c3ncncc3N=C2
38524,0.12,,O1C(CO)CC(F)C1N2c3nc(C)nc(N)c3N=C2
38525,0.64,,O1C(CO)CC(F)C1N2c3nc(C)nc(NC)c3N=C2
38526,0.73,,O1C(CO)CC(F)C1N2c3ncnc(NC(=O)c4ccccc4)c3N=C2
38527,0.1,,O1C(CO)CC(F)C1N2c3ncnc(N)c3N=C2C
38528,0.32,,O1C(CO)CC(F)C1N2c3ncnc(Cl)c3N=C2
38529,-1.38,,O1C(CO)CC(F)C1N2c3ncn(=O)cc3N=C2
38530,-1.13,,CC(=O)NC(C)C(=O)NC(C(C)C)C(=O)N
38531,0.26,,CC(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)N
38532,0.16,,CC(=O)NC(C(C)CC)C(=O)NC(C(C)C)C(=O)N
38533,-0.32,,CC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)N
38534,0.68,,CC(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)N
38535,-1.14,,CC(=O)NC(C(C)C)C(=O)NC(C)C(=O)N
38536,0.73,,CC(=O)NC(CC1=CNc2ccccc12)C(=O)NC(C(C)C)C(=O)N
38537,-1.53,,CC(C)C(NC(=O)C(CO)NC(=O)C)C(=O)N
38538,-0.79,,CC(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)N
38539,-1.25,,CC(=O)NC(C(O)C)C(=O)NC(C(C)C)C(=O)N
38540,-0.86,,CC(=O)NC(C(O)C)C(=O)NC(C(C)CC)C(=O)N
38541,-1.85,,CC(=O)NC(CCC(=O)N)C(=O)NC(C(C)C)C(=O)N
38542,-1.32,,CC(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)N
38543,-1.14,,CC(=O)NC(CCC(=O)N)C(=O)NC(Cc1ccccc1)C(=O)N
38544,-1.03,,CC(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)N)C(=O)N
38545,-1.82,,CC(=O)NC(C(C)C)C(=O)NC(CCC(=O)N)C(=O)N
38546,-1.41,,CC(=O)NC(C(C)CC)C(=O)NC(CC(=O)N)C(=O)N
38547,-1.85,,CC(C)C(NC(=O)C(CC(=O)N)NC(=O)C)C(=O)N
38548,-1.43,,CC(=O)NC(CC(=O)N)C(=O)NC(C(C)CC)C(=O)N
38549,-1.14,,CC(=O)NC(CC(=O)N)C(=O)NC(Cc1ccccc1)C(=O)N
38550,-1.3,,CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)N
38551,-1.4,,CC(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N
38552,-0.67,,CC(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)N
38553,-0.45,,CC(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)NCC(=O)N
38554,-0.14,,CC(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)N
38555,0.06,,CC(=O)NC(C(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)N
38556,-0.2,,CC(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)N
38557,0.52,,CC(=O)NC(C(C)CC)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)N
38558,-1.56,,CC(=O)NCC(=O)NC(C)C(=O)NC(C(C)C)C(=O)N
38559,-0.71,,CC(=O)NC(C)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)N
38560,-0.21,,CC(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)N
38561,0.34,,CC(=O)NC(Cc1ccccc1)C(=O)NC(C(C)CC)C(=O)NCC(=O)N
38562,0.49,,CC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)N
38563,-1.23,,CC(=O)NCC(=O)NC(CC(C)C)C(=O)NCC(=O)N
38564,-0.38,,CC(NC(=O)C(C)NC(=O)C(Cc1cnc2ccccc12)NC(=O)C)C(=O)N
38565,0.62,,CC(=O)NC(CC1=CNc2ccccc12)C(=O)NC(C(C)CC)C(=O)NCC(=O)N
38566,0.99,,CC(=O)NC(CC1=CNc2ccccc12)C(=O)NCC(=O)NC(Cc3ccccc3)C(=O)N
38567,0.36,,CC(=O)NC(CC1=CNc2ccccc12)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)N
38568,0.23,,CC(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)N
38569,0.24,,CC(=O)NC(CC(C)C)C(=O)NC(C(O)C)C(=O)NC(CC(C)C)C(=O)N
38570,-0.04,,CC(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)N
38571,0.26,,CC(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc2ccccc2)C(=O)N
38572,0.68,,C1N=C(N)OC1CN(C2)CCN(C2)c3ccc(OC)cc3
38573,1.85,,c1(OCC)ccc(N(=O)=O)cc1NC(=O)CC
38574,0.42,,N1C=CC=C1C(=O)NC
38577,2.32,,c1ccccc1Oc2ccccc2C(C(=O)NC)=NOC
38578,-0.26,,NS(=O)(=O)C(S1)=CC(=C12)C=C(S2)CNCCS(=O)(=O)C
38579,3.95,,Clc1cc(Cl)c(C(=O)OC)cc1OC(=O)N2CCCC2
38580,4.67,,Clc1cc(Cl)c(C(=O)OC(C)C)cc1OC(=O)N2CCCC2
38581,4.22,,Fc1cc(Cl)c(C(=O)OC(C)C)cc1OC(=O)N2CCCC2
38583,0.91,,CN(C)CCN(C)CC1=CC(C)(C)N(=O)C1(C)C
38584,1.14,,C1COCCN1CC2=CC(C)(C)N(=O)C(C)(C)C2
38585,-2.02,,C1=NC=CN1CC(O)CN2CCC2C(=O)O
38586,-0.29,,C1=CN=CN1CC(O)CN2CCC2C(=O)OC
38587,1.21,,C1=CN=CN1CC(O)CNC2CCCCC2Br
38588,-0.17,,C1=CN=CN1CC(O)CNC2C(Br)CCOC2
38590,1.43,,c1cc2NC(SCCC(=O)O)=NS(=O)(=O)c2cc1Cl
38591,1.79,,c1(Cl)cc2S(=O)(=O)N=C(SCCC(=O)O)Nc2c(Cl)c1
38592,-0.38,,O1C=C(O)C(=O)C=C1COCC
38593,3.1,,c1ccc2N=NSc2c1C(=O)SC
38595,3.83,,Clc1cc(Cl)ccc1N2N=C(C(=O)OCC)CC2(C)C(=O)OCC
38596,1.38,,c1cc(OC)ccc1C(=O)OCC(O2)C(O)CC2N3C(=O)NC(=O)C(I)=C3
38597,1.24,,c1cc(N(=O)=O)ccc1C(=O)OCC(O2)C(O)CC2N3C(=O)NC(=O)C(I)=C3
38598,0.65,,O=N(=O)C(C)(C)c(c1)c(N(=O)=O)cc(c1)S(=O)(=O)N(C)CCN
